eval/samples_per_second,_runtime,_timestamp,eval/entropy,train/loss,train/mean_token_accuracy,eval/runtime,_step,train/epoch,eval/loss,train/global_step,eval/num_tokens,train/num_tokens,train/learning_rate,train/entropy,train/grad_norm,eval/steps_per_second,eval/mean_token_accuracy
,9955.266270787,1774076031.2751443,,0.6939593315124511,0.8498972415924072,,26,0.5163853028798411,,130,,4093923.0,1.9217726963219567e-05,0.691907849907875,0.064453125,,
,10336.515392218,1774076412.524185,,0.6633842945098877,0.8582272171974182,,27,0.5362462760675273,,135,,4251193.0,1.9130702580504678e-05,0.6677081137895584,0.0654296875,,
,10720.178591916,1774076796.1874793,,0.7289260387420654,0.8412359774112701,,28,0.5561072492552135,,140,,4408792.0,1.903930823498799e-05,0.7320046246051788,0.0732421875,,
,11100.789637176,1774077176.7984781,,0.6826032638549805,0.8534978479146957,,29,0.5759682224428997,,145,,4565907.0,1.894358766808883e-05,0.6800097614526749,0.08642578125,,
,11484.038213721,1774077560.0471594,,0.6757159233093262,0.8548094302415847,,30,0.5958291956305859,,150,,4723379.0,1.884358669176011e-05,0.6818895429372788,0.07080078125,,
,11869.971236708,1774077945.9800444,,0.6638399600982666,0.8590966641902924,,31,0.6156901688182721,,155,,4881340.0,1.87393531665627e-05,0.6685345828533172,0.07470703125,,
,12254.501590913,1774078330.5103698,,0.6913290977478027,0.8515608012676239,,32,0.6355511420059583,,160,,5039277.0,1.8630936978759337e-05,0.6932751849293709,0.0654296875,,
,12639.388033415,1774078715.3968143,,0.6833026885986329,0.852669021487236,,33,0.6554121151936445,,165,,5197288.0,1.851839001643898e-05,0.6878215938806533,0.06787109375,,
,13022.121386954,1774079098.1302335,,0.6999450206756592,0.8498626083135605,,34,0.6752730883813307,,170,,5354782.0,1.8401766144683145e-05,0.6983172535896301,0.0673828125,,
,13406.511818782,1774079482.5207052,,0.669780158996582,0.8557754755020142,,35,0.6951340615690169,,175,,5512760.0,1.8281121179786024e-05,0.6679067879915237,0.0673828125,,
,13789.328493652,1774079865.3373394,,0.6662922382354737,0.8539770424365998,,36,0.7149950347567031,,180,,5670231.0,1.815651286254074e-05,0.6665785640478135,0.0654296875,,
,14174.900261181,1774080250.9091277,,0.6500232219696045,0.8588274091482162,,37,0.7348560079443893,,185,,5828152.0,1.802800083060457e-05,0.6473378300666809,0.06396484375,,
,14557.392865611,1774080633.4016142,,0.63482666015625,0.8619981378316879,,38,0.7547169811320755,,190,,5985518.0,1.7895646589956294e-05,0.642140018939972,0.06494140625,,
,14944.521440678,1774081020.5303519,,0.6893678188323975,0.8496612876653671,,39,0.7745779543197616,,195,,6144069.0,1.7759513485459367e-05,0.6907416492700577,0.07470703125,,
,15331.823331372,1774081407.8321784,,0.6649993896484375,0.8541058480739594,,40,0.7944389275074478,,200,,6302572.0,1.7619666670545034e-05,0.6658471643924713,0.0771484375,,
3.084,15617.466923457,1774081693.4758987,0.6371658033615833,,,285.6419,41,0.7944389275074478,0.6385018229484558,200,6302572.0,,,,,0.389,0.8616338941428039
,16004.535008899,1774082080.5437562,,0.6140308856964112,0.8641094267368317,,42,0.814299900695134,,205,,6460030.0,1.747617307602982e-05,0.6162068992853165,0.0830078125,,
,16383.367974387,1774082459.3766973,,0.6652685165405273,0.8539849042892456,,43,0.8341608738828202,,210,,6616145.0,1.7329101378082374e-05,0.6609851658344269,0.07177734375,,
,16769.064276408,1774082845.073149,,0.619290828704834,0.8651538789272308,,44,0.8540218470705064,,215,,6774200.0,1.7178521965354992e-05,0.6210699826478958,0.0830078125,,
,17153.674871091,1774083229.683625,,0.6326572895050049,0.8633539229631424,,45,0.8738828202581926,,220,,6931962.0,1.7024506905295566e-05,0.6352832973003387,0.06689453125,,
,17539.298860844,1774083615.3078098,,0.7063935279846192,0.8464726775884628,,46,0.8937437934458788,,225,,7090074.0,1.6867129909656e-05,0.7038206264376641,0.072265625,,
,17928.496533396,1774084004.5052743,,0.6751947402954102,0.8513082385063171,,47,0.913604766633565,,230,,7249064.0,1.6706466299213718e-05,0.6752635329961777,0.0673828125,,
,18314.644903027,1774084390.6536868,,0.6660223484039307,0.8559522092342376,,48,0.9334657398212513,,235,,7407242.0,1.6542592967723065e-05,0.6636946976184845,0.0859375,,
,18696.774008429,1774084772.7829225,,0.699138879776001,0.8477810889482498,,49,0.9533267130089375,,240,,7564470.0,1.6375588345113895e-05,0.7004503205418586,0.08642578125,,
,19084.737536336,1774085160.7463315,,0.6119746208190918,0.866635861992836,,50,0.9731876861966237,,245,,7722940.0,1.6205532359954905e-05,0.6121954590082168,0.07373046875,,
,19466.626442937,1774085542.63536,,0.6367170810699463,0.8614127308130264,,51,0.9930486593843099,,250,,7880190.0,1.603250640119977e-05,0.63861543238163,0.072265625,,
,19802.895186477,1774085878.9039435,,0.5996394157409668,0.8682849564050373,,52,1.0119165839126116,,255,,8020105.0,1.585659327923432e-05,0.6015533648039165,0.0712890625,,
,20187.766608423,1774086263.7754405,,0.6561660289764404,0.8573653608560562,,53,1.0317775571002978,,260,,8177793.0,1.567787718624338e-05,0.6507866397500038,0.07275390625,,
,20572.976858003,1774086648.9857852,,0.7012579917907715,0.8462246209383011,,54,1.051638530287984,,265,,8335782.0,1.5496443655916348e-05,0.6965876191854476,0.07080078125,,
,20957.087267504,1774087033.096043,,0.6189123153686523,0.8641173124313355,,55,1.0714995034756702,,270,,8493789.0,1.5312379522510666e-05,0.6225355282425881,0.07275390625,,
,21344.254417866,1774087420.2632637,,0.6758854866027832,0.8527255982160569,,56,1.0913604766633564,,275,,8652426.0,1.512577287929288e-05,0.6701275780797005,0.07470703125,,
,21724.177458602,1774087800.1862075,,0.6162703037261963,0.863449314236641,,57,1.1112214498510427,,280,,8808920.0,1.4936713036377102e-05,0.6163221091032028,0.06787109375,,
,22102.781274906,1774088178.7900872,,0.669809103012085,0.85242800116539,,58,1.1310824230387289,,285,,8965076.0,1.474529047798112e-05,0.6692247822880745,0.0751953125,,
,22484.536656617,1774088560.545437,,0.6573848247528076,0.857552570104599,,59,1.150943396226415,,290,,9121956.0,1.4551596819120564e-05,0.6671645537018775,0.0673828125,,
,22868.90537286,1774088944.914286,,0.7200253486633301,0.8409671127796173,,60,1.1708043694141013,,295,,9279866.0,1.435572476176187e-05,0.7160604387521744,0.078125,,
,23253.445604194,1774089329.4543924,,0.6095530986785889,0.8664685249328613,,61,1.1906653426017875,,300,,9437665.0,1.4157768050455038e-05,0.6146274298429489,0.06884765625,,
,23639.174083016,1774089715.1829264,,0.6287214279174804,0.8620329767465591,,62,1.2105263157894737,,305,,9595880.0,1.3957821427467392e-05,0.6286943182349205,0.0712890625,,
,24021.990000343,1774090097.9987402,,0.6421625137329101,0.8585933595895767,,63,1.2303872889771599,,310,,9753404.0,1.3755980587439857e-05,0.6465730503201484,0.07080078125,,
,24405.154857855,1774090481.1636603,,0.6479173183441163,0.8572903662919998,,64,1.250248262164846,,315,,9911098.0,1.3552342131587399e-05,0.6549025014042854,0.06640625,,
,24783.863753097,1774090859.872544,,0.5892719745635986,0.8718775898218155,,65,1.2701092353525323,,320,,10067398.0,1.334700352146561e-05,0.5844791054725647,0.076171875,,
,25174.719320985,1774091250.7281735,,0.6055289745330811,0.8653858661651611,,66,1.2899702085402185,,325,,10226507.0,1.3140063032325491e-05,0.6069152429699898,0.07470703125,,
,25560.400428104,1774091636.409249,,0.6673394203186035,0.8535583227872848,,67,1.3098311817279047,,330,,10384719.0,1.2931619706078862e-05,0.6702021941542625,0.07373046875,,
,25945.946639662,1774092021.9554133,,0.638443899154663,0.8600308716297149,,68,1.329692154915591,,335,,10543013.0,1.2721773303896765e-05,0.6417001917958259,0.06640625,,
,26327.700163481,1774092403.7089396,,0.5714692592620849,0.8736646473407745,,69,1.349553128103277,,340,,10700202.0,1.2510624258463719e-05,0.5709571048617363,0.06591796875,,
,26712.93759689,1774092788.946405,,0.6403416156768799,0.85959213078022,,70,1.3694141012909633,,345,,10858283.0,1.2298273625910512e-05,0.6414237916469574,0.07421875,,
,27098.252612233,1774093174.2614155,,0.5818086624145508,0.8710377424955368,,71,1.3892750744786495,,350,,11016305.0,1.2084823037448654e-05,0.585646390914917,0.07177734375,,
,27481.899182785,1774093557.9079568,,0.634014892578125,0.860898807644844,,72,1.4091360476663357,,355,,11173697.0,1.1870374650729582e-05,0.6353900447487831,0.07275390625,,
,27865.405773437,1774093941.4145908,,0.6894534587860107,0.848519578576088,,73,1.428997020854022,,360,,11331272.0,1.165503110095191e-05,0.6848996058106422,0.0810546875,,
,28242.836711664,1774094318.8456092,,0.5958111763000489,0.8681195348501205,,74,1.4488579940417081,,365,,11487337.0,1.1438895451740141e-05,0.5993810370564461,0.07373046875,,
,28624.87282145,1774094700.88158,,0.6495057106018066,0.8550859063863754,,75,1.4687189672293943,,370,,11644486.0,1.1222071145818293e-05,0.6574522584676743,0.07080078125,,
,29004.028961457,1774095080.037608,,0.6314330101013184,0.8629825413227081,,76,1.4885799404170803,,375,,11800984.0,1.1004661955502143e-05,0.622519738972187,0.072265625,,
,29389.555515061,1774095465.5642598,,0.6253130435943604,0.8611183851957321,,77,1.5084409136047667,,380,,11959253.0,1.0786771933033677e-05,0.6319662347435951,0.07373046875,,
,29774.471646873,1774095850.4805372,,0.6073987483978271,0.8645203709602356,,78,1.5283018867924527,,385,,12117263.0,1.0568505360781606e-05,0.6124561101198196,0.0830078125,,
,30158.942218477,1774096234.9510064,,0.6984506130218506,0.848421972990036,,79,1.5481628599801391,,390,,12275207.0,1.0349966701331721e-05,0.696194814145565,0.07421875,,
,30539.964873738,1774096615.9736338,,0.6271288871765137,0.860705554485321,,80,1.5680238331678251,,395,,12431985.0,1.013126054749099e-05,0.637154632806778,0.07177734375,,
,30926.410209461,1774097002.4190092,,0.6245099067687988,0.8604113966226578,,81,1.5878848063555115,,400,,12590353.0,9.912491572229366e-06,0.6250055298209191,0.0751953125,,
3.083,31212.133933045,1774097288.1429305,0.6027355556552475,,,285.7222,82,1.5878848063555115,0.6051071286201477,400,12590353.0,,,,,0.388,0.8667885542989852
,31597.799505141,1774097673.8084087,,0.6191374301910401,0.862432324886322,,83,1.6077457795431975,,405,,12748441.0,9.693764478583185e-06,0.6227624982595443,0.0712890625,,
,31980.564257053,1774098056.5731695,,0.6318165779113769,0.8601124614477158,,84,1.627606752730884,,410,,12906323.0,9.475183949544204e-06,0.6373338773846626,0.0712890625,,
,32366.936907383,1774098442.9456592,,0.6031959533691407,0.8658321231603623,,85,1.64746772591857,,415,,13064785.0,9.256854597958222e-06,0.6083572983741761,0.0693359375,,
,32749.76521813,1774098825.774062,,0.6304096221923828,0.8596030175685883,,86,1.6673286991062564,,420,,13222124.0,9.038880916457276e-06,0.6309187695384025,0.06884765625,,
,33131.019174626,1774099207.028093,,0.6935991287231446,0.8485464334487915,,87,1.6871896722939423,,425,,13379078.0,8.821367227449368e-06,0.6934243783354759,0.07275390625,,
,33516.464647101,1774099592.473416,,0.5737429141998291,0.8739586234092712,,88,1.7070506454816285,,430,,13537015.0,8.604417633189658e-06,0.5759698554873467,0.0673828125,,
,33899.03484929,1774099975.0436244,,0.6251816749572754,0.8606528252363205,,89,1.7269116186693148,,435,,13693922.0,8.388135965957031e-06,0.6279564753174782,0.07177734375,,
,34282.234694081,1774100358.2435377,,0.6486200332641602,0.855249461531639,,90,1.746772591857001,,440,,13851482.0,8.172625738359876e-06,0.6552058696746826,0.0703125,,
,34665.282292119,1774100741.2911265,,0.5829760551452636,0.8710894733667374,,91,1.7666335650446872,,445,,14008926.0,7.95799009379485e-06,0.5872889354825019,0.07275390625,,
,35049.789410468,1774101125.7982337,,0.5720758438110352,0.8746857106685638,,92,1.7864945382323734,,450,,14167002.0,7.74433175708235e-06,0.5804151475429535,0.0703125,,
,35436.165742288,1774101512.1745267,,0.6111544609069824,0.8654966175556182,,93,1.8063555114200596,,455,,14325315.0,7.531752985302323e-06,0.6145028814673423,0.0693359375,,
,35820.408356044,1774101896.4171784,,0.5847176074981689,0.8695839196443558,,94,1.8262164846077458,,460,,14483044.0,7.320355518853921e-06,0.5823850512504578,0.07275390625,,
,36204.614177701,1774102280.6229763,,0.6121020317077637,0.8648818165063858,,95,1.846077457795432,,465,,14640810.0,7.110240532762469e-06,0.6078441724181175,0.06494140625,,
,36590.284586758,1774102666.2933664,,0.5973691463470459,0.8671330958604813,,96,1.8659384309831182,,470,,14799044.0,6.9015085882569866e-06,0.5997092008590699,0.06494140625,,
,36972.002237658,1774103048.0111353,,0.5909328937530518,0.8676124811172485,,97,1.8857994041708044,,475,,14956170.0,6.694259584641496e-06,0.5974294006824493,0.07080078125,,
,37359.657990148,1774103435.6668184,,0.6525641441345215,0.8561881333589554,,98,1.9056603773584906,,480,,15114965.0,6.488592711483122e-06,0.6536797687411309,0.06640625,,
,37738.629883041,1774103814.6386385,,0.6161280632019043,0.863499003648758,,99,1.9255213505461768,,485,,15271578.0,6.284606401139875e-06,0.6226508930325508,0.07177734375,,
,38123.062424902,1774104199.0712545,,0.5766308784484864,0.8719149112701416,,100,1.945382323733863,,490,,15429716.0,6.082398281650823e-06,0.5765480011701584,0.08251953125,,
,38500.271060843,1774104576.2798765,,0.68623046875,0.8508722096681595,,101,1.9652432969215492,,495,,15585908.0,5.882065130011226e-06,0.6827526301145553,0.0751953125,,
,38886.896099263,1774104962.9048417,,0.5881092548370361,0.868158608675003,,102,1.9851042701092354,,500,,15744380.0,5.68370282585499e-06,0.5940338358283043,0.0693359375,,
,39240.393393547,1774105316.402122,,0.5881665229797364,0.868668866784949,,103,2.0039721946375373,,505,,15888702.0,5.4874063055665495e-06,0.5981959716269845,0.0693359375,,
,39622.945127917,1774105698.9539814,,0.6249655246734619,0.8619601607322693,,104,2.0238331678252233,,510,,16046365.0,5.293269516844263e-06,0.6244913130998612,0.06884765625,,
,40005.480086229,1774106081.4889414,,0.6105315685272217,0.8641957461833953,,105,2.0436941410129097,,515,,16203736.0,5.101385373736937e-06,0.6101155549287796,0.06787109375,,
,40389.705968851,1774106465.7147956,,0.5827394008636475,0.8695755541324616,,106,2.0635551142005957,,520,,16361540.0,4.911845712175067e-06,0.5895358338952065,0.07177734375,,
,40774.795612817,1774106850.804486,,0.6499483108520507,0.8557853370904922,,107,2.083416087388282,,525,,16519350.0,4.724741246018103e-06,0.6516550153493881,0.07177734375,,
,41162.393247853,1774107238.4021673,,0.6538880348205567,0.8544500380754471,,108,2.103277060575968,,530,,16677977.0,4.5401615236386785e-06,0.6538953468203544,0.07470703125,,
,41543.395985633,1774107619.4049275,,0.5882578372955323,0.868828734755516,,109,2.1231380337636545,,535,,16834877.0,4.358194885064704e-06,0.5889563724398613,0.072265625,,
,41931.448754986,1774108007.4575522,,0.6372509002685547,0.857935157418251,,110,2.1429990069513405,,540,,16993713.0,4.178928419699731e-06,0.6432792901992798,0.0693359375,,
,42316.869227686,1774108392.8780468,,0.6282939910888672,0.8594664812088013,,111,2.162859980139027,,545,,17151989.0,4.002447924641882e-06,0.6332933217287063,0.07373046875,,
,42697.344298463,1774108773.3530965,,0.5935729026794434,0.8682833582162857,,112,2.182720953326713,,550,,17308748.0,3.828837863621286e-06,0.5973384410142899,0.0712890625,,
,43080.971605887,1774109156.980489,,0.6010529041290283,0.8648058712482453,,113,2.2025819265143993,,555,,17466480.0,3.6581813265756595e-06,0.6112238019704819,0.06884765625,,
,43465.341302717,1774109541.3501642,,0.5785223007202148,0.8703880786895752,,114,2.2224428997020853,,560,,17624461.0,3.4905599898833665e-06,0.5841721221804619,0.0693359375,,
,43850.261197322,1774109926.2699568,,0.5862852096557617,0.8710242718458175,,115,2.2423038728897717,,565,,17782441.0,3.3260540772730576e-06,0.5902263298630714,0.0703125,,
,44232.884088803,1774110308.8930047,,0.600101900100708,0.8674422144889832,,116,2.2621648460774577,,570,,17939858.0,3.1647423214284856e-06,0.6026528939604759,0.072265625,,
,44614.04909523,1774110690.0579002,,0.623255729675293,0.8613677829504013,,117,2.282025819265144,,575,,18096931.0,3.0067019263069973e-06,0.6259896546602249,0.07470703125,,
,45001.97695666,1774111077.985721,,0.6677382469177247,0.8497486293315888,,118,2.30188679245283,,580,,18255449.0,2.8520085301896373e-06,0.6740051299333573,0.07177734375,,
,45385.6958848,1774111461.7046788,,0.5958587646484375,0.8677396714687348,,119,2.3217477656405165,,585,,18413168.0,2.7007361694805735e-06,0.5969226852059364,0.06884765625,,
,45773.179588302,1774111849.188505,,0.6605926036834717,0.8536922723054886,,120,2.3416087388282025,,590,,18571577.0,2.5529572432732473e-06,0.660072599351406,0.068359375,,
,46156.865203161,1774112232.8740752,,0.5850774765014648,0.8697842925786972,,121,2.361469712015889,,595,,18729272.0,2.408742478700071e-06,0.584681449830532,0.07080078125,,
,46538.175261267,1774112614.1840272,,0.5203165531158447,0.8849996984004974,,122,2.381330685203575,,600,,18886260.0,2.2681608970823567e-06,0.5273639544844627,0.06640625,,
3.085,46823.740151527,1774112899.7491114,0.5932364474545728,,,285.5637,123,2.381330685203575,0.5978290438652039,600,18886260.0,,,,,0.389,0.8679558264242636
,47214.420564818,1774113290.429483,,0.6193355083465576,0.8624697148799896,,124,2.4011916583912614,,605,,19045204.0,2.1312797808966625e-06,0.6200324758887291,0.0673828125,,
,47601.292821995,1774113677.301581,,0.6080891132354737,0.8650276452302933,,125,2.4210526315789473,,610,,19203578.0,1.9981646415733157e-06,0.6058387786149979,0.0712890625,,
,47986.517577149,1774114062.5263453,,0.584065055847168,0.8700357586145401,,126,2.4409136047666333,,615,,19361477.0,1.8688791881426017e-06,0.5883324116468429,0.07080078125,,
,48373.271708946,1774114449.2805274,,0.6313722610473633,0.8602054446935654,,127,2.4607745779543198,,620,,19519836.0,1.7434852967435523e-06,0.6353312686085701,0.06787109375,,
,48760.317373763,1774114836.3262787,,0.6654084205627442,0.8526807397603988,,128,2.480635551142006,,625,,19678141.0,1.6220429810099603e-06,0.666301691532135,0.0712890625,,
,49142.725157789,1774115218.733976,,0.6137460231781006,0.8655975997447968,,129,2.500496524329692,,630,,19835166.0,1.5046103633478148e-06,0.6175593137741089,0.06787109375,,
,49525.513294985,1774115601.5221431,,0.5956701278686524,0.8676866561174392,,130,2.520357497517378,,635,,19992354.0,1.3912436471178525e-06,0.5994615644216538,0.07421875,,
,49908.855167878,1774115984.863905,,0.6072444915771484,0.8657822012901306,,131,2.5402184707050646,,640,,20149736.0,1.281997089736574e-06,0.6078303992748261,0.0703125,,
,50293.195183439,1774116369.2040956,,0.6681599617004395,0.8509427547454834,,132,2.560079443892751,,645,,20307249.0,1.1769229767086053e-06,0.6750094890594482,0.07470703125,,
,50675.285511738,1774116751.2944446,,0.6301857948303222,0.8608615279197693,,133,2.579940417080437,,650,,20464214.0,1.0760715966027923e-06,0.6335357755422593,0.07373046875,,
,51058.303750598,1774117134.3125567,,0.5984361648559571,0.8650037050247192,,134,2.599801390268123,,655,,20621397.0,9.794912169840564e-07,0.6031161174178123,0.0732421875,,
,51443.806759761,1774117519.815564,,0.6027578353881836,0.8652630984783173,,135,2.6196623634558094,,660,,20779314.0,8.872280613124895e-07,0.6087049514055252,0.06591796875,,
,51829.616166379,1774117905.6249344,,0.622073745727539,0.8616469204425812,,136,2.6395233366434954,,665,,20937382.0,7.993262868207552e-07,0.6337837010622025,0.0654296875,,
,52210.500341744,1774118286.5091035,,0.6002536296844483,0.866363400220871,,137,2.659384309831182,,670,,21093688.0,7.158279633804077e-07,0.6036852493882179,0.0732421875,,
,52595.31538314,1774118671.3242245,,0.6570178031921386,0.8544352233409882,,138,2.6792452830188678,,675,,21251598.0,6.367730533672035e-07,0.6597185268998146,0.068359375,,
,52981.622647216,1774119057.6314545,,0.6576930999755859,0.8532999575138092,,139,2.699106256206554,,680,,21409472.0,5.621993925350722e-07,0.6599578812718392,0.0751953125,,
,53357.40651049,1774119433.41533,,0.6044232368469238,0.8677282899618148,,140,2.71896722939424,,685,,21564593.0,4.921426719078948e-07,0.6070284113287926,0.07275390625,,
,53737.30818729,1774119813.3170414,,0.6037854194641114,0.8664025634527206,,141,2.7388282025819266,,690,,21721033.0,4.2663642069773693e-07,0.6073181509971619,0.07373046875,,
,54124.283457799,1774120200.2922547,,0.5986729145050049,0.8686566680669785,,142,2.7586891757696126,,695,,21879160.0,3.657119902577466e-07,0.6019581288099289,0.07080078125,,
,54510.31630078,1774120586.3251276,,0.5915535926818848,0.8685595273971558,,143,2.778550148957299,,700,,22037490.0,3.0939853907736126e-07,0.5951066628098488,0.068359375,,
,54894.907267076,1774120970.9161873,,0.5806747913360596,0.871490341424942,,144,2.798411122144985,,705,,22195238.0,2.5772301882702634e-07,0.5839985236525536,0.0673828125,,
,55278.07230772,1774121354.0811424,,0.5704697608947754,0.8743905544281005,,145,2.8182720953326714,,710,,22352387.0,2.107101614591045e-07,0.5705913245677948,0.06982421875,,
,55661.382023021,1774121737.3908238,,0.6423473358154297,0.8574590593576431,,146,2.8381330685203574,,715,,22509648.0,1.6838246737113983e-07,0.6413764253258705,0.0712890625,,
,56049.256757447,1774122125.2656322,,0.6431620121002197,0.8575087159872055,,147,2.857994041708044,,720,,22668146.0,1.3076019463714173e-07,0.6448058769106865,0.0732421875,,
,56435.355845815,1774122511.364801,,0.6112209796905518,0.8634161204099655,,148,2.87785501489573,,725,,22826222.0,9.786134931205726e-08,0.6168686658143997,0.068359375,,
,56816.48750976,1774122892.4964209,,0.5795931816101074,0.8720939368009567,,149,2.8977159880834162,,730,,22982911.0,6.970167681405459e-08,0.5792048454284668,0.072265625,,
,57195.413426203,1774123271.4222546,,0.5705300807952881,0.873980587720871,,150,2.917576961271102,,735,,23139133.0,4.62946543887488e-08,0.5708086967468262,0.068359375,,
,57578.667827285,1774123654.6765974,,0.6637350082397461,0.8524390965700149,,151,2.9374379344587886,,740,,23296529.0,2.7651484658984816e-08,0.6658387899398803,0.07080078125,,
,57959.667505256,1774124035.676291,,0.6179518699645996,0.8634848058223724,,152,2.9572989076464746,,745,,23453214.0,1.3781090263242924e-08,0.624837777018547,0.06884765625,,
,58340.511558582,1774124416.5203183,,0.5654942512512207,0.875880452990532,,153,2.9771598808341606,,750,,23609944.0,4.690109585268054e-09,0.5718929976224899,0.0693359375,,
,58729.282503258,1774124805.2912488,,0.6610596179962158,0.8538794487714767,,154,2.997020854021847,,755,,23768737.0,3.8289357691900785e-10,0.6643248975276947,0.0712890625,,
,58770.155122168,1774124846.1641436,,,0.7808510462443033,,155,3.0,,756,,23785407.0,,0.9612506628036499,,,
